access	agent	article	granularity	project	timestamp	views
all-access	all-agents	Severe_acute_respiratory_syndrome_coronavirus_2	daily	en.wikipedia	2020030400	60691
all-access	all-agents	Social_distancing	daily	en.wikipedia	2020030400	1173
all-access	all-agents	Contact_tracing	daily	en.wikipedia	2020030400	386
all-access	all-agents	COVID-19_testing	daily	en.wikipedia	2020030400	4122
all-access	all-agents	Chloroquine	daily	en.wikipedia	2020030400	4965
all-access	all-agents	Grand_Princess	daily	en.wikipedia	2020030400	1216
all-access	all-agents	Tedros_Adhanom	daily	en.wikipedia	2020030400	8631
all-access	all-agents	Remdesivir	daily	en.wikipedia	2020030400	13657
all-access	all-agents	Angiotensin-converting_enzyme_2	daily	en.wikipedia	2020030400	2982
all-access	all-agents	Centers_for_Disease_Control_and_Prevention	daily	en.wikipedia	2020030400	8079
all-access	all-agents	Extracorporeal_membrane_oxygenation	daily	en.wikipedia	2020030400	2397
all-access	all-agents	Li_Wenliang	daily	en.wikipedia	2020030400	8570
all-access	all-agents	National_Health_Commission	daily	en.wikipedia	2020030400	202
all-access	all-agents	Wuhan_Institute_of_Virology	daily	en.wikipedia	2020030400	8822
all-access	all-agents	Case_fatality_rate	daily	en.wikipedia	2020030400	3052
all-access	all-agents	Let's_Dance_2020	daily	en.wikipedia	2020030400	89
all-access	all-agents	Panic_buying	daily	en.wikipedia	2020030400	906
all-access	all-agents	Novel_coronavirus	daily	en.wikipedia	2020030400	1556
all-access	all-agents	Anthony_Fauci	daily	en.wikipedia	2020030400	208
all-access	all-agents	Charles,_Prince_of_Wales	daily	en.wikipedia	2020030400	13673
all-access	all-agents	Eurovision_Song_Contest_2020	daily	en.wikipedia	2020030400	34693
all-access	all-agents	Larry_Kudlow	daily	en.wikipedia	2020030400	541
all-access	all-agents	Olga_Kurylenko	daily	en.wikipedia	2020030400	4056
all-access	all-agents	Terrence_McNally	daily	en.wikipedia	2020030400	131
all-access	all-agents	Tom_Hanks	daily	en.wikipedia	2020030400	8685
all-access	all-agents	Augustin_de_Romanet_de_Beaune	daily	en.wikipedia	2020030400	9
all-access	all-agents	Deborah_Birx	daily	en.wikipedia	2020030400	22
all-access	all-agents	Flybe	daily	en.wikipedia	2020030400	24469
all-access	all-agents	Kanika_Kapoor	daily	en.wikipedia	2020030400	484
all-access	all-agents	Matthew_Pottinger	daily	en.wikipedia	2020030400	192
all-access	all-agents	Neil_Ferguson_(epidemiologist)	daily	en.wikipedia	2020030400	291
all-access	all-agents	Robert_Wilkie	daily	en.wikipedia	2020030400	328
all-access	all-agents	Sophie_Grégoire_Trudeau	daily	en.wikipedia	2020030400	712
all-access	all-agents	World_Dream	daily	en.wikipedia	2020030400	237
all-access	all-agents	Chen_Qiushi	daily	en.wikipedia	2020030400	893
all-access	all-agents	Claire_Byrne	daily	en.wikipedia	2020030400	73
all-access	all-agents	Derek_Kan	daily	en.wikipedia	2020030400	14
all-access	all-agents	EvergreenHealth	daily	en.wikipedia	2020030400	738
all-access	all-agents	Giuliana_De_Sio	daily	en.wikipedia	2020030400	31
all-access	all-agents	Index_case	daily	en.wikipedia	2020030400	2249
all-access	all-agents	Joel_Szabat	daily	en.wikipedia	2020030400	47
all-access	all-agents	Kelvin_Droegemeier	daily	en.wikipedia	2020030400	51
all-access	all-agents	Lumpinee_Boxing_Stadium	daily	en.wikipedia	2020030400	69
all-access	all-agents	Mirga_Gražinytė-Tyla	daily	en.wikipedia	2020030400	60
