access	agent	article	granularity	project	timestamp	views
all-access	all-agents	Li_Wenliang	daily	en.wikipedia	2020031500	22787
all-access	all-agents	National_Health_Commission	daily	en.wikipedia	2020031500	418
all-access	all-agents	Socio-economic_impact_of_the_2019–20_coronavirus_pandemic	daily	en.wikipedia	2020031500	3956
all-access	all-agents	Wuhan_Institute_of_Virology	daily	en.wikipedia	2020031500	21167
all-access	all-agents	2020_coronavirus_pandemic_in_Andorra	daily	en.wikipedia	2020031500	696
all-access	all-agents	2020_coronavirus_pandemic_in_Belarus	daily	en.wikipedia	2020031500	2421
all-access	all-agents	2020_coronavirus_pandemic_in_Iceland	daily	en.wikipedia	2020031500	11254
all-access	all-agents	2020_coronavirus_pandemic_in_Kosovo	daily	en.wikipedia	2020031500	3369
all-access	all-agents	2020_coronavirus_pandemic_in_Lithuania	daily	en.wikipedia	2020031500	6348
all-access	all-agents	2020_coronavirus_pandemic_in_Monaco	daily	en.wikipedia	2020031500	829
all-access	all-agents	2020_coronavirus_pandemic_in_North_Macedonia	daily	en.wikipedia	2020031500	3577
all-access	all-agents	2020_coronavirus_pandemic_in_Slovenia	daily	en.wikipedia	2020031500	6641
all-access	all-agents	2020_coronavirus_pandemic_in_Uganda	daily	en.wikipedia	2020031500	1
all-access	all-agents	2020_coronavirus_pandemic_in_Vatican_City	daily	en.wikipedia	2020031500	2466
all-access	all-agents	Case_fatality_rate	daily	en.wikipedia	2020031500	5905
all-access	all-agents	Let's_Dance_2020	daily	en.wikipedia	2020031500	40
all-access	all-agents	2020_coronavirus_pandemic_in_French_Polynesia	daily	en.wikipedia	2020031500	495
all-access	all-agents	Panic_buying	daily	en.wikipedia	2020031500	11754
all-access	all-agents	Evacuations_related_to_the_2019–20_coronavirus_pandemic	daily	en.wikipedia	2020031500	670
all-access	all-agents	Novel_coronavirus	daily	en.wikipedia	2020031500	3178
all-access	all-agents	2020_coronavirus_pandemic_in_Guernsey	daily	en.wikipedia	2020031500	449
all-access	all-agents	Anthony_Fauci	daily	en.wikipedia	2020031500	29584
all-access	all-agents	Charles,_Prince_of_Wales	daily	en.wikipedia	2020031500	19115
all-access	all-agents	Eurovision_Song_Contest_2020	daily	en.wikipedia	2020031500	14482
all-access	all-agents	Larry_Kudlow	daily	en.wikipedia	2020031500	3360
all-access	all-agents	Olga_Kurylenko	daily	en.wikipedia	2020031500	5211
all-access	all-agents	Terrence_McNally	daily	en.wikipedia	2020031500	116
all-access	all-agents	Tom_Hanks	daily	en.wikipedia	2020031500	108782
all-access	all-agents	2019–20_coronavirus_pandemic_in_Shanghai	daily	en.wikipedia	2020031500	244
all-access	all-agents	2020_coronavirus_pandemic_in_Afghanistan	daily	en.wikipedia	2020031500	1763
all-access	all-agents	2020_coronavirus_pandemic_in_Argentina	daily	en.wikipedia	2020031500	10225
all-access	all-agents	2020_coronavirus_pandemic_in_Cambodia	daily	en.wikipedia	2020031500	3285
all-access	all-agents	2020_coronavirus_pandemic_in_Colorado	daily	en.wikipedia	2020031500	2108
all-access	all-agents	2020_coronavirus_pandemic_in_Florida	daily	en.wikipedia	2020031500	4475
all-access	all-agents	2020_coronavirus_pandemic_in_Hong_Kong	daily	en.wikipedia	2020031500	4421
all-access	all-agents	2020_coronavirus_pandemic_in_Iraq	daily	en.wikipedia	2020031500	2151
all-access	all-agents	2020_coronavirus_pandemic_in_Kerala	daily	en.wikipedia	2020031500	6347
all-access	all-agents	2020_coronavirus_pandemic_in_Malaysia	daily	en.wikipedia	2020031500	23861
all-access	all-agents	2020_coronavirus_pandemic_in_Massachusetts	daily	en.wikipedia	2020031500	7496
all-access	all-agents	2020_coronavirus_pandemic_in_Michigan	daily	en.wikipedia	2020031500	2068
all-access	all-agents	2020_coronavirus_pandemic_in_Morocco	daily	en.wikipedia	2020031500	7923
all-access	all-agents	2020_coronavirus_pandemic_in_New_Jersey	daily	en.wikipedia	2020031500	3862
all-access	all-agents	2020_coronavirus_pandemic_in_Ontario	daily	en.wikipedia	2020031500	2272
all-access	all-agents	2020_coronavirus_pandemic_in_Pakistan	daily	en.wikipedia	2020031500	24041
all-access	all-agents	2020_coronavirus_pandemic_in_South_Africa	daily	en.wikipedia	2020031500	37354
all-access	all-agents	2020_coronavirus_pandemic_in_Sri_Lanka	daily	en.wikipedia	2020031500	14959
all-access	all-agents	2020_coronavirus_pandemic_in_Uruguay	daily	en.wikipedia	2020031500	1442
all-access	all-agents	2020_coronavirus_pandemic_in_Vietnam	daily	en.wikipedia	2020031500	8072
all-access	all-agents	2020_coronavirus_pandemic_in_Washington,_D.C.	daily	en.wikipedia	2020031500	1141
all-access	all-agents	2020_coronavirus_pandemic_in_Wisconsin	daily	en.wikipedia	2020031500	6
all-access	all-agents	2020_coronavirus_pandemic_in_the_United_Arab_Emirates	daily	en.wikipedia	2020031500	20518
all-access	all-agents	Augustin_de_Romanet_de_Beaune	daily	en.wikipedia	2020031500	46
all-access	all-agents	Christian_Drosten	daily	en.wikipedia	2020031500	148
all-access	all-agents	Deborah_Birx	daily	en.wikipedia	2020031500	364
all-access	all-agents	Flybe	daily	en.wikipedia	2020031500	2206
all-access	all-agents	Kanika_Kapoor	daily	en.wikipedia	2020031500	562
all-access	all-agents	Liu_Fan_(nurse)	daily	en.wikipedia	2020031500	446
all-access	all-agents	Matthew_Pottinger	daily	en.wikipedia	2020031500	177
all-access	all-agents	Neil_Ferguson_(epidemiologist)	daily	en.wikipedia	2020031500	832
all-access	all-agents	Robert_Wilkie	daily	en.wikipedia	2020031500	299
all-access	all-agents	Sophie_Grégoire_Trudeau	daily	en.wikipedia	2020031500	11175
all-access	all-agents	Suspension_of_the_2019–20_NBA_season	daily	en.wikipedia	2020031500	1997
all-access	all-agents	Travel_restrictions_related_to_the_2019–20_coronavirus_pandemic	daily	en.wikipedia	2020031500	41947
all-access	all-agents	White_House_Coronavirus_Task_Force	daily	en.wikipedia	2020031500	1899
all-access	all-agents	World_Dream	daily	en.wikipedia	2020031500	328
all-access	all-agents	2020_Tour_Championship	daily	en.wikipedia	2020031500	2503
all-access	all-agents	2020_coronavirus_pandemic_in_Alaska	daily	en.wikipedia	2020031500	6
all-access	all-agents	2020_coronavirus_pandemic_in_Arizona	daily	en.wikipedia	2020031500	14
all-access	all-agents	2020_coronavirus_pandemic_in_Aruba	daily	en.wikipedia	2020031500	2710
all-access	all-agents	2020_coronavirus_pandemic_in_Bangladesh	daily	en.wikipedia	2020031500	5042
all-access	all-agents	2020_coronavirus_pandemic_in_British_Columbia	daily	en.wikipedia	2020031500	1
all-access	all-agents	2020_coronavirus_pandemic_in_Burkina_Faso	daily	en.wikipedia	2020031500	843
all-access	all-agents	2020_coronavirus_pandemic_in_Chad	daily	en.wikipedia	2020031500	3
all-access	all-agents	2020_coronavirus_pandemic_in_Connecticut	daily	en.wikipedia	2020031500	5
all-access	all-agents	2020_coronavirus_pandemic_in_Cyprus	daily	en.wikipedia	2020031500	5390
all-access	all-agents	2020_coronavirus_pandemic_in_Ecuador	daily	en.wikipedia	2020031500	3163
all-access	all-agents	2020_coronavirus_pandemic_in_Eswatini	daily	en.wikipedia	2020031500	1446
all-access	all-agents	2020_coronavirus_pandemic_in_Fiji	daily	en.wikipedia	2020031500	24
all-access	all-agents	2020_coronavirus_pandemic_in_Guatemala	daily	en.wikipedia	2020031500	1655
all-access	all-agents	2020_coronavirus_pandemic_in_Honduras	daily	en.wikipedia	2020031500	1029
all-access	all-agents	2020_coronavirus_pandemic_in_Indiana	daily	en.wikipedia	2020031500	9
all-access	all-agents	2020_coronavirus_pandemic_in_Jamaica	daily	en.wikipedia	2020031500	5969
all-access	all-agents	2020_coronavirus_pandemic_in_Jordan	daily	en.wikipedia	2020031500	1353
all-access	all-agents	2020_coronavirus_pandemic_in_Kuwait	daily	en.wikipedia	2020031500	1703
all-access	all-agents	2020_coronavirus_pandemic_in_Lebanon	daily	en.wikipedia	2020031500	2112
all-access	all-agents	2020_coronavirus_pandemic_in_Macau	daily	en.wikipedia	2020031500	1372
all-access	all-agents	2020_coronavirus_pandemic_in_Maine	daily	en.wikipedia	2020031500	2
all-access	all-agents	2020_coronavirus_pandemic_in_Mexico	daily	en.wikipedia	2020031500	33187
all-access	all-agents	2020_coronavirus_pandemic_in_Missouri	daily	en.wikipedia	2020031500	3
all-access	all-agents	2020_coronavirus_pandemic_in_Montenegro	daily	en.wikipedia	2020031500	45
all-access	all-agents	2020_coronavirus_pandemic_in_Nevada	daily	en.wikipedia	2020031500	6
all-access	all-agents	2020_coronavirus_pandemic_in_New_Mexico	daily	en.wikipedia	2020031500	4
all-access	all-agents	2020_coronavirus_pandemic_in_Nicaragua	daily	en.wikipedia	2020031500	25
all-access	all-agents	2020_coronavirus_pandemic_in_Northern_Cyprus	daily	en.wikipedia	2020031500	582
all-access	all-agents	2020_coronavirus_pandemic_in_Oman	daily	en.wikipedia	2020031500	3381
all-access	all-agents	2020_coronavirus_pandemic_in_Paraguay	daily	en.wikipedia	2020031500	1162
all-access	all-agents	2020_coronavirus_pandemic_in_Peru	daily	en.wikipedia	2020031500	5531
all-access	all-agents	2020_coronavirus_pandemic_in_Qatar	daily	en.wikipedia	2020031500	7020
all-access	all-agents	2020_coronavirus_pandemic_in_Saudi_Arabia	daily	en.wikipedia	2020031500	4786
all-access	all-agents	2020_coronavirus_pandemic_in_Senegal	daily	en.wikipedia	2020031500	1786
all-access	all-agents	2020_coronavirus_pandemic_in_Tennessee	daily	en.wikipedia	2020031500	453
all-access	all-agents	2020_coronavirus_pandemic_in_Trinidad_and_Tobago	daily	en.wikipedia	2020031500	2341
all-access	all-agents	2020_coronavirus_pandemic_in_Varaždin	daily	en.wikipedia	2020031500	97
all-access	all-agents	2020_coronavirus_pandemic_in_Wyoming	daily	en.wikipedia	2020031500	1
all-access	all-agents	2020_coronavirus_pandemic_in_the_Maldives	daily	en.wikipedia	2020031500	2971
all-access	all-agents	Ai_Fen	daily	en.wikipedia	2020031500	226
all-access	all-agents	Chen_Qiushi	daily	en.wikipedia	2020031500	902
all-access	all-agents	Claire_Byrne	daily	en.wikipedia	2020031500	56
all-access	all-agents	Corona_Rintawan	daily	en.wikipedia	2020031500	675
all-access	all-agents	Derek_Kan	daily	en.wikipedia	2020031500	120
all-access	all-agents	EvergreenHealth	daily	en.wikipedia	2020031500	203
all-access	all-agents	Giuliana_De_Sio	daily	en.wikipedia	2020031500	591
all-access	all-agents	Human_rights_issues_during_the_2019–20_coronavirus_pandemic	daily	en.wikipedia	2020031500	45
all-access	all-agents	Index_case	daily	en.wikipedia	2020031500	7442
all-access	all-agents	Joel_Szabat	daily	en.wikipedia	2020031500	143
all-access	all-agents	Kelvin_Droegemeier	daily	en.wikipedia	2020031500	53
all-access	all-agents	Liu_Wen_(doctor)	daily	en.wikipedia	2020031500	161
all-access	all-agents	Lumpinee_Boxing_Stadium	daily	en.wikipedia	2020031500	136
all-access	all-agents	Mirga_Gražinytė-Tyla	daily	en.wikipedia	2020031500	611
all-access	all-agents	Patrick_Vallance	daily	en.wikipedia	2020031500	15032
all-access	all-agents	Pete_Gaynor	daily	en.wikipedia	2020031500	339
all-access	all-agents	Richard_Wilkins_(TV_presenter)	daily	en.wikipedia	2020031500	4750
all-access	all-agents	Ruby_Princess	daily	en.wikipedia	2020031500	134
all-access	all-agents	Shi_Zhengli	daily	en.wikipedia	2020031500	1678
all-access	all-agents	Siobhán_Killeen	daily	en.wikipedia	2020031500	2
all-access	all-agents	Stephen_Hahn_(oncologist)	daily	en.wikipedia	2020031500	669
all-access	all-agents	2020_coronavirus_pandemic_in_Curaçao	daily	en.wikipedia	2020031500	1389
all-access	all-agents	2020_coronavirus_pandemic_in_El_Salvador	daily	en.wikipedia	2020031500	25
all-access	all-agents	2020_coronavirus_pandemic_in_Eritrea	daily	en.wikipedia	2020031500	1
all-access	all-agents	2020_coronavirus_pandemic_in_Gabon	daily	en.wikipedia	2020031500	359
all-access	all-agents	2020_coronavirus_pandemic_in_Gibraltar	daily	en.wikipedia	2020031500	1103
all-access	all-agents	2020_coronavirus_pandemic_in_Guam	daily	en.wikipedia	2020031500	531
all-access	all-agents	2020_coronavirus_pandemic_in_Guinea-Bissau	daily	en.wikipedia	2020031500	1
all-access	all-agents	2020_coronavirus_pandemic_in_Haiti	daily	en.wikipedia	2020031500	3
all-access	all-agents	2020_coronavirus_pandemic_in_Laos	daily	en.wikipedia	2020031500	25
all-access	all-agents	2020_coronavirus_pandemic_in_Mauritania	daily	en.wikipedia	2020031500	508
all-access	all-agents	2020_coronavirus_pandemic_in_Mongolia	daily	en.wikipedia	2020031500	1071
all-access	all-agents	2020_coronavirus_pandemic_in_Nebraska	daily	en.wikipedia	2020031500	3
all-access	all-agents	2020_coronavirus_pandemic_in_New_Hampshire	daily	en.wikipedia	2020031500	2
all-access	all-agents	2020_coronavirus_pandemic_in_Nigeria	daily	en.wikipedia	2020031500	3510
all-access	all-agents	2020_coronavirus_pandemic_in_Panama	daily	en.wikipedia	2020031500	1725
all-access	all-agents	2020_coronavirus_pandemic_in_Rhode_Island	daily	en.wikipedia	2020031500	7
all-access	all-agents	2020_coronavirus_pandemic_in_Réunion	daily	en.wikipedia	2020031500	300
all-access	all-agents	2020_coronavirus_pandemic_in_Saint_Vincent_and_the_Grenadines	daily	en.wikipedia	2020031500	1235
all-access	all-agents	2020_coronavirus_pandemic_in_Sudan	daily	en.wikipedia	2020031500	833
all-access	all-agents	2020_coronavirus_pandemic_in_the_Bahamas	daily	en.wikipedia	2020031500	161
all-access	all-agents	2020_coronavirus_pandemic_in_the_Central_African_Republic	daily	en.wikipedia	2020031500	460
all-access	all-agents	2020_coronavirus_pandemic_in_the_Democratic_Republic_of_the_Congo	daily	en.wikipedia	2020031500	688
all-access	all-agents	Bat_SARS-like_coronavirus_WIV1	daily	en.wikipedia	2020031500	1573
all-access	all-agents	Central_Hospital_of_Wuhan	daily	en.wikipedia	2020031500	319
all-access	all-agents	Chinese_Center_for_Disease_Control_and_Prevention	daily	en.wikipedia	2020031500	678
all-access	all-agents	Dance_Again_(Selena_Gomez_song)	daily	en.wikipedia	2020031500	1
all-access	all-agents	Duan_Zhengcheng	daily	en.wikipedia	2020031500	281
all-access	all-agents	Fariborz_Raisdana	daily	en.wikipedia	2020031500	15
all-access	all-agents	Giovanni_Battista_Rabino	daily	en.wikipedia	2020031500	1559
all-access	all-agents	Health_Protection_(Coronavirus)_Regulations_2020	daily	en.wikipedia	2020031500	255
all-access	all-agents	Italo_De_Zan	daily	en.wikipedia	2020031500	1017
all-access	all-agents	Korea_Centers_for_Disease_Control_and_Prevention	daily	en.wikipedia	2020031500	207
all-access	all-agents	Luciana_Lamorgese	daily	en.wikipedia	2020031500	50
all-access	all-agents	Michael_Carton	daily	en.wikipedia	2020031500	28
all-access	all-agents	Nasser_Shabani	daily	en.wikipedia	2020031500	1864
all-access	all-agents	SHC014-CoV	daily	en.wikipedia	2020031500	695
all-access	all-agents	Notifiable_diseases_in_the_United_Kingdom	daily	en.wikipedia	2020031500	135
all-access	all-agents	Timeline_of_the_2020_coronavirus_pandemic_in_Croatia	daily	en.wikipedia	2020031500	278
all-access	all-agents	Timeline_of_the_2020_coronavirus_pandemic_in_Pakistan	daily	en.wikipedia	2020031500	514
all-access	all-agents	2020_coronavirus_pandemic_in_Washington	daily	en.wikipedia	2020031500	26
all-access	all-agents	File:SARS-CoV_scanning_electron_microscope_image.jpg	daily	en.wikipedia	2020031500	138
all-access	all-agents	Category:2019–20_coronavirus_pandemic	daily	en.wikipedia	2020031500	634
all-access	all-agents	Category:2019–20_coronavirus_pandemic_by_country_and_territory	daily	en.wikipedia	2020031500	2919
all-access	all-agents	Category:2019–20_coronavirus_pandemic_in_mainland_China	daily	en.wikipedia	2020031500	50
all-access	all-agents	Category:2020_coronavirus_pandemic_in_Afghanistan	daily	en.wikipedia	2020031500	14
all-access	all-agents	Category:2020_coronavirus_pandemic_in_Asia	daily	en.wikipedia	2020031500	138
all-access	all-agents	Category:2020_coronavirus_pandemic_in_Bosnia_and_Herzegovina	daily	en.wikipedia	2020031500	7
all-access	all-agents	Category:2020_coronavirus_pandemic_in_Croatia	daily	en.wikipedia	2020031500	74
all-access	all-agents	Category:2020_coronavirus_pandemic_in_Europe	daily	en.wikipedia	2020031500	824
all-access	all-agents	Category:2020_coronavirus_pandemic_in_France	daily	en.wikipedia	2020031500	160
all-access	all-agents	Category:2020_coronavirus_pandemic_in_Iran	daily	en.wikipedia	2020031500	102
all-access	all-agents	Category:2020_coronavirus_pandemic_in_Italy	daily	en.wikipedia	2020031500	65
all-access	all-agents	Category:2020_coronavirus_pandemic_in_Oceania	daily	en.wikipedia	2020031500	47
all-access	all-agents	Category:2020_coronavirus_pandemic_in_Pakistan	daily	en.wikipedia	2020031500	21
all-access	all-agents	Category:2020_coronavirus_pandemic_in_South_Korea	daily	en.wikipedia	2020031500	41
all-access	all-agents	Category:2020_coronavirus_pandemic_in_the_United_Kingdom	daily	en.wikipedia	2020031500	181
all-access	all-agents	Category:2020_coronavirus_pandemic_in_the_United_States_by_state	daily	en.wikipedia	2020031500	265
all-access	all-agents	Category:B-Class_COVID-19_articles	daily	en.wikipedia	2020031500	12
all-access	all-agents	Category:C-Class_COVID-19_articles	daily	en.wikipedia	2020031500	11
all-access	all-agents	Category:COVID-19_articles_by_importance	daily	en.wikipedia	2020031500	32
all-access	all-agents	Category:Category-Class_COVID-19_articles	daily	en.wikipedia	2020031500	15
all-access	all-agents	Category:Draft-Class_COVID-19_articles	daily	en.wikipedia	2020031500	5
all-access	all-agents	Category:Films_postponed_due_to_the_2019–20_coronavirus_pandemic	daily	en.wikipedia	2020031500	350
all-access	all-agents	Category:Hospitals_and_medical_institutions_associated_with_the_2019–20_coronavirus_pandemic	daily	en.wikipedia	2020031500	8
all-access	all-agents	Category:List-Class_COVID-19_articles	daily	en.wikipedia	2020031500	14
all-access	all-agents	Category:Mid-importance_COVID-19_articles	daily	en.wikipedia	2020031500	45
all-access	all-agents	Category:Music_events_cancelled_due_to_the_2019–20_coronavirus_pandemic	daily	en.wikipedia	2020031500	62
all-access	all-agents	Category:Quarantine_facilities_designated_for_the_2019–20_coronavirus_pandemic	daily	en.wikipedia	2020031500	12
all-access	all-agents	Category:Sports_events_cancelled_due_to_the_2019–20_coronavirus_pandemic	daily	en.wikipedia	2020031500	955
all-access	all-agents	Category:Start-Class_COVID-19_articles	daily	en.wikipedia	2020031500	22
all-access	all-agents	Category:Template-Class_COVID-19_articles	daily	en.wikipedia	2020031500	14
all-access	all-agents	Category:Top-importance_COVID-19_articles	daily	en.wikipedia	2020031500	20
all-access	all-agents	Category:Wikipedia_requested_images_of_COVID-19-related_topics	daily	en.wikipedia	2020031500	25
all-access	all-agents	2020_coronavirus_pandemic_in_Georgia	daily	en.wikipedia	2020031500	1474
all-access	all-agents	Coronavirus_(disambiguation)	daily	en.wikipedia	2020031500	6
all-access	all-agents	File:13981210000546637185832350425406_بخش_ویژه_«بیماران_کرونا»_بیمارستان_امام_خمینی.jpg	daily	en.wikipedia	2020031500	1279
all-access	all-agents	File:2019-nCoV-CDC-23312.png	daily	en.wikipedia	2020031500	15
all-access	all-agents	File:20200123_Qingdao_Metro_Line_3_car_No.3016.jpg	daily	en.wikipedia	2020031500	11
all-access	all-agents	File:2020_coronavirus_task_force.jpg	daily	en.wikipedia	2020031500	499
all-access	all-agents	File:Arrival_of_repatriated_Filipinos_from_China_2019-nCov.jpg	daily	en.wikipedia	2020031500	1
all-access	all-agents	File:COVID-19-pandemic-Poland-timeline.gif	daily	en.wikipedia	2020031500	44
all-access	all-agents	File:COVID-19_Confirmed_Cases_Animated_Map.webm	daily	en.wikipedia	2020031500	17
all-access	all-agents	File:COVID-19_Outbreak_Cases_in_Germany.svg	daily	en.wikipedia	2020031500	1
all-access	all-agents	File:COVID-19_Outbreak_Cases_in_Metro_Manila.svg	daily	en.wikipedia	2020031500	18
all-access	all-agents	File:COVID-19_Outbreak_World_Map_(33).svg	daily	en.wikipedia	2020031500	2768
all-access	all-agents	File:Check_for_2019-nCoV_in_Beijing_railway_station_metro_station.jpg	daily	en.wikipedia	2020031500	3
all-access	all-agents	File:Citizens_of_Wuhan_lining_up_outside_of_a_drug_store_to_buy_masks_during_the_Wuhan_coronavirus_outbreak.jpg	daily	en.wikipedia	2020031500	47
all-access	all-agents	File:Dried_pasta_shelves_empty_in_an_Australian_supermarket.jpg	daily	en.wikipedia	2020031500	495
all-access	all-agents	File:Exit-Entry_Permit_for_Residents_During_the_Outbreak_of_2019-nCoV.png	daily	en.wikipedia	2020031500	8
all-access	all-agents	File:Health_Declaration_Card_of_China_(January_2020).jpg	daily	en.wikipedia	2020031500	9
all-access	all-agents	File:Novel_Coronavirus_SARS-CoV-2.jpg	daily	en.wikipedia	2020031500	324
all-access	all-agents	File:Surgical_mask_and_84_disinfectant_liquid_purchase_limit_notice_at_a_CSF_Market_(20200202155633).jpg	daily	en.wikipedia	2020031500	14
all-access	all-agents	File:关于做好不明原因肺炎救治工作的紧急通知.pdf	daily	en.wikipedia	2020031500	61
all-access	all-agents	File:湖南抗疫一线医生父子隔防护玻璃互相打气.webm	daily	en.wikipedia	2020031500	7
all-access	all-agents	File:雁塔_曲江收费站的防疫检查_01.jpg	daily	en.wikipedia	2020031500	12
all-access	all-agents	2020_Czech_Republic_coronavirus_lockdown	daily	en.wikipedia	2020031500	27
all-access	all-agents	2020_Tyrol_coronavirus_lockdown	daily	en.wikipedia	2020031500	804
all-access	all-agents	Timeline_of_the_2019–20_coronavirus_pandemic_in_April_2020	daily	en.wikipedia	2020031500	5
all-access	all-agents	Xenophobia_and_racism_related_to_the_2019–20_coronavirus_pandemic	daily	en.wikipedia	2020031500	5763
all-access	all-agents	Template:2019–20_coronavirus_pandemic	daily	en.wikipedia	2020031500	627
all-access	all-agents	Template:2019–20_coronavirus_pandemic_data	daily	en.wikipedia	2020031500	17148
all-access	all-agents	Coronavirus_disease_2019	daily	en.wikipedia	2020031500	302324
all-access	all-agents	Misinformation_related_to_the_2019–20_coronavirus_pandemic	daily	en.wikipedia	2020031500	19556
all-access	all-agents	Transmission_(medicine)	daily	en.wikipedia	2020031500	2716
all-access	all-agents	2019–20_coronavirus_pandemic_by_country_and_territory	daily	en.wikipedia	2020031500	165921
all-access	all-agents	2020_coronavirus_pandemic_in_Asia	daily	en.wikipedia	2020031500	17328
all-access	all-agents	Acute_respiratory_distress_syndrome	daily	en.wikipedia	2020031500	7861
all-access	all-agents	World_Health_Organization	daily	en.wikipedia	2020031500	43241
all-access	all-agents	2020_Hubei_lockdowns	daily	en.wikipedia	2020031500	21200
all-access	all-agents	2020_coronavirus_pandemic_in_Iran	daily	en.wikipedia	2020031500	32651
all-access	all-agents	2020_coronavirus_pandemic_in_North_America	daily	en.wikipedia	2020031500	5325
all-access	all-agents	2020_coronavirus_pandemic_in_South_America	daily	en.wikipedia	2020031500	8105
all-access	all-agents	COVID-19_vaccine	daily	en.wikipedia	2020031500	19063
all-access	all-agents	Coronavirus	daily	en.wikipedia	2020031500	464900
all-access	all-agents	Huanan_Seafood_Wholesale_Market	daily	en.wikipedia	2020031500	22158
all-access	all-agents	2020_coronavirus_pandemic_in_Africa	daily	en.wikipedia	2020031500	8011
all-access	all-agents	Triage	daily	en.wikipedia	2020031500	6928
all-access	all-agents	Timeline_of_the_2019–20_coronavirus_pandemic_in_February_2020	daily	en.wikipedia	2020031500	7802
